期号,日期,红球,蓝球,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,red_sum,red_span,red_odd_count,red_even_count,blue_sum,blue_span,blue_odd_count,blue_even_count,red_zone1_count,red_zone2_count,red_zone3_count,blue_big_count,blue_small_count
20100,2020-10-12,"04,05,08,22,33","07,10",4,5,8,22,33,7,10,72,29,2,3,17,3,1,1,3,1,1,2,0
20101,2020-10-14,"03,04,05,09,34","07,09",3,4,5,9,34,7,9,55,31,3,2,16,2,2,0,4,0,1,2,0
20102,2020-10-17,"07,11,18,20,29","09,12",7,11,18,20,29,9,12,85,22,3,2,21,3,1,1,2,2,1,2,0
20103,2020-10-19,"07,12,13,19,23","02,08",7,12,13,19,23,2,8,74,16,4,1,10,6,0,2,2,3,0,1,1
20104,2020-10-21,"03,12,23,26,30","04,07",3,12,23,26,30,4,7,94,27,2,3,11,3,1,1,2,1,2,1,1
20105,2020-10-24,"03,08,12,13,22","04,12",3,8,12,13,22,4,12,58,19,2,3,16,8,0,2,3,2,0,1,1
20106,2020-10-26,"02,03,11,14,27","04,10",2,3,11,14,27,4,10,57,25,3,2,14,6,0,2,3,1,1,1,1
20107,2020-10-28,"01,04,13,17,28","03,07",1,4,13,17,28,3,7,63,27,3,2,10,4,2,0,2,2,1,1,1
20108,2020-10-31,"02,03,06,07,33","08,09",2,3,6,7,33,8,9,51,31,3,2,17,1,1,1,4,0,1,2,0
20109,2020-11-02,"02,20,21,23,32","06,12",2,20,21,23,32,6,12,98,30,2,3,18,6,0,2,1,3,1,1,1
20110,2020-11-04,"11,16,20,21,28","05,11",11,16,20,21,28,5,11,96,17,2,3,16,6,2,0,1,3,1,1,1
20111,2020-11-07,"05,07,09,20,28","02,07",5,7,9,20,28,2,7,69,23,3,2,9,5,1,1,3,1,1,1,1
20112,2020-11-09,"08,11,13,30,32","02,06",8,11,13,30,32,2,6,94,24,2,3,8,4,0,2,2,1,2,0,2
20113,2020-11-11,"06,14,18,28,33","02,05",6,14,18,28,33,2,5,99,27,1,4,7,3,1,1,1,2,2,0,2
20114,2020-11-14,"10,12,21,24,30","03,07",10,12,21,24,30,3,7,97,20,1,4,10,4,2,0,2,2,1,1,1
20115,2020-11-16,"01,09,18,19,23","01,09",1,9,18,19,23,1,9,70,22,4,1,10,8,2,0,2,3,0,1,1
20116,2020-11-18,"08,10,12,16,22","03,09",8,10,12,16,22,3,9,68,14,0,5,12,6,2,0,3,2,0,1,1
20117,2020-11-21,"07,19,20,23,24","05,10",7,19,20,23,24,5,10,93,17,3,2,15,5,1,1,1,4,0,1,1
20118,2020-11-23,"01,09,15,30,33","04,09",1,9,15,30,33,4,9,88,32,4,1,13,5,1,1,2,1,2,1,1
20119,2020-11-25,"14,22,24,28,32","07,08",14,22,24,28,32,7,8,120,18,0,5,15,1,1,1,0,3,2,2,0
20120,2020-11-28,"05,25,26,30,35","04,10",5,25,26,30,35,4,10,121,30,3,2,14,6,0,2,1,0,4,1,1
20121,2020-11-30,"09,17,27,28,35","03,08",9,17,27,28,35,3,8,116,26,4,1,11,5,1,1,1,1,3,1,1
20122,2020-12-02,"08,19,29,34,35","06,11",8,19,29,34,35,6,11,125,27,3,2,17,5,1,1,1,1,3,1,1
20123,2020-12-05,"01,07,11,15,21","04,11",1,7,11,15,21,4,11,55,20,5,0,15,7,1,1,3,2,0,1,1
20124,2020-12-07,"11,15,24,26,35","04,05",11,15,24,26,35,4,5,111,24,3,2,9,1,1,1,1,2,2,0,2
20125,2020-12-09,"01,02,03,08,22","01,04",1,2,3,8,22,1,4,36,21,2,3,5,3,1,1,4,1,0,0,2
20126,2020-12-12,"01,04,09,22,28","04,12",1,4,9,22,28,4,12,64,27,2,3,16,8,0,2,3,1,1,1,1
20127,2020-12-14,"01,04,17,18,26","03,10",1,4,17,18,26,3,10,66,25,2,3,13,7,1,1,2,2,1,1,1
20128,2020-12-16,"09,12,13,26,33","04,10",9,12,13,26,33,4,10,93,24,3,2,14,6,0,2,2,1,2,1,1
20129,2020-12-19,"10,22,27,33,34","01,11",10,22,27,33,34,1,11,126,24,2,3,12,10,2,0,1,1,3,1,1
20130,2020-12-21,"16,17,23,26,32","02,12",16,17,23,26,32,2,12,114,16,2,3,14,10,0,2,0,3,2,1,1
20131,2020-12-23,"08,25,27,29,35","02,03",8,25,27,29,35,2,3,124,27,4,1,5,1,1,1,1,0,4,0,2
20132,2020-12-26,"03,15,16,17,21","07,10",3,15,16,17,21,7,10,72,18,4,1,17,3,1,1,1,4,0,2,0
20133,2020-12-28,"11,24,26,33,35","08,09",11,24,26,33,35,8,9,129,24,3,2,17,1,1,1,1,1,3,2,0
20134,2020-12-30,"08,11,13,22,25","04,07",8,11,13,22,25,4,7,79,17,3,2,11,3,1,1,2,2,1,1,1
21001,2021-01-02,"02,06,12,19,33","08,09",2,6,12,19,33,8,9,72,31,2,3,17,1,1,1,3,1,1,2,0
21002,2021-01-04,"02,16,26,31,34","09,11",2,16,26,31,34,9,11,109,32,1,4,20,2,2,0,1,1,3,2,0
21003,2021-01-06,"07,21,28,31,35","04,10",7,21,28,31,35,4,10,122,28,4,1,14,6,0,2,1,1,3,1,1
21004,2021-01-09,"05,10,17,23,28","02,08",5,10,17,23,28,2,8,83,23,3,2,10,6,0,2,2,2,1,1,1
21005,2021-01-11,"03,07,10,12,35","03,05",3,7,10,12,35,3,5,67,32,3,2,8,2,2,0,4,0,1,0,2
21006,2021-01-13,"04,22,25,28,35","04,05",4,22,25,28,35,4,5,114,31,2,3,9,1,1,1,1,1,3,0,2
21007,2021-01-16,"05,23,30,34,35","08,10",5,23,30,34,35,8,10,127,30,3,2,18,2,0,2,1,1,3,2,0
21008,2021-01-18,"05,19,20,27,33","03,08",5,19,20,27,33,3,8,104,28,4,1,11,5,1,1,1,2,2,1,1
21009,2021-01-20,"01,03,20,29,32","05,12",1,3,20,29,32,5,12,85,31,3,2,17,7,1,1,2,1,2,1,1
21010,2021-01-23,"01,05,16,22,34","08,11",1,5,16,22,34,8,11,78,33,2,3,19,3,1,1,2,2,1,2,0
21011,2021-01-25,"06,09,11,14,21","01,03",6,9,11,14,21,1,3,61,15,3,2,4,2,2,0,3,2,0,0,2
21012,2021-01-27,"06,12,20,23,33","01,09",6,12,20,23,33,1,9,94,27,2,3,10,8,2,0,2,2,1,1,1
21013,2021-01-30,"21,27,28,30,34","08,11",21,27,28,30,34,8,11,140,13,2,3,19,3,1,1,0,1,4,2,0
21014,2021-02-01,"07,13,20,27,29","04,09",7,13,20,27,29,4,9,96,22,4,1,13,5,1,1,1,2,2,1,1
21015,2021-02-03,"04,08,17,19,25","01,07",4,8,17,19,25,1,7,73,21,3,2,8,6,2,0,2,2,1,1,1
21016,2021-02-06,"08,09,10,19,34","01,02",8,9,10,19,34,1,2,80,26,2,3,3,1,1,1,3,1,1,0,2
21017,2021-02-08,"17,21,26,29,32","02,07",17,21,26,29,32,2,7,125,15,3,2,9,5,1,1,0,2,3,1,1
21018,2021-02-20,"02,20,23,26,34","05,10",2,20,23,26,34,5,10,105,32,1,4,15,5,1,1,1,2,2,1,1
21019,2021-02-22,"01,12,13,28,29","03,04",1,12,13,28,29,3,4,83,28,3,2,7,1,1,1,2,1,2,0,2
21020,2021-02-24,"07,21,22,30,33","04,06",7,21,22,30,33,4,6,113,26,3,2,10,2,0,2,1,2,2,0,2
21021,2021-02-27,"16,18,29,33,35","09,12",16,18,29,33,35,9,12,131,19,3,2,21,3,1,1,0,2,3,2,0
21022,2021-03-01,"02,12,22,30,33","02,04",2,12,22,30,33,2,4,99,31,1,4,6,2,0,2,2,1,2,0,2
21023,2021-03-03,"07,09,13,16,32","02,09",7,9,13,16,32,2,9,77,25,3,2,11,7,1,1,2,2,1,1,1
21024,2021-03-06,"11,14,21,24,31","02,10",11,14,21,24,31,2,10,101,20,3,2,12,8,0,2,1,3,1,1,1
21025,2021-03-08,"17,18,23,30,31","10,12",17,18,23,30,31,10,12,119,14,3,2,22,2,0,2,0,3,2,2,0
21026,2021-03-10,"07,11,20,24,27","01,11",7,11,20,24,27,1,11,89,20,3,2,12,10,2,0,2,2,1,1,1
21027,2021-03-13,"09,21,22,26,30","04,12",9,21,22,26,30,4,12,108,21,2,3,16,8,0,2,1,2,2,1,1
21028,2021-03-15,"02,03,05,17,29","04,10",2,3,5,17,29,4,10,56,27,4,1,14,6,0,2,3,1,1,1,1
21029,2021-03-17,"02,06,10,32,33","04,07",2,6,10,32,33,4,7,83,31,1,4,11,3,1,1,3,0,2,1,1
21030,2021-03-20,"18,23,25,26,32","02,07",18,23,25,26,32,2,7,124,14,2,3,9,5,1,1,0,2,3,1,1
21031,2021-03-22,"01,04,19,20,34","03,05",1,4,19,20,34,3,5,78,33,2,3,8,2,2,0,2,2,1,0,2
21032,2021-03-24,"01,11,14,34,35","07,10",1,11,14,34,35,7,10,95,34,3,2,17,3,1,1,2,1,2,2,0
21033,2021-03-27,"01,03,05,30,32","01,05",1,3,5,30,32,1,5,71,31,3,2,6,4,2,0,3,0,2,0,2
21034,2021-03-29,"08,10,14,25,34","07,08",8,10,14,25,34,7,8,91,26,1,4,15,1,1,1,2,1,2,2,0
21035,2021-03-31,"05,11,16,30,32","03,04",5,11,16,30,32,3,4,94,27,2,3,7,1,1,1,2,1,2,0,2
21036,2021-04-03,"08,17,25,28,33","07,11",8,17,25,28,33,7,11,111,25,3,2,18,4,2,0,1,1,3,2,0
21037,2021-04-05,"10,21,27,29,33","04,12",10,21,27,29,33,4,12,120,23,4,1,16,8,0,2,1,1,3,1,1
21038,2021-04-07,"09,11,20,29,32","01,07",9,11,20,29,32,1,7,101,23,3,2,8,6,2,0,2,1,2,1,1
21039,2021-04-10,"04,12,14,21,35","02,11",4,12,14,21,35,2,11,86,31,2,3,13,9,1,1,2,2,1,1,1
21040,2021-04-12,"02,03,09,16,19","03,07",2,3,9,16,19,3,7,49,17,3,2,10,4,2,0,3,2,0,1,1
21041,2021-04-14,"02,05,09,11,32","04,09",2,5,9,11,32,4,9,59,30,3,2,13,5,1,1,4,0,1,1,1
21042,2021-04-17,"09,15,20,23,29","04,05",9,15,20,23,29,4,5,96,20,4,1,9,1,1,1,1,3,1,0,2
21043,2021-04-19,"07,12,17,19,34","01,10",7,12,17,19,34,1,10,89,27,3,2,11,9,1,1,2,2,1,1,1
21044,2021-04-21,"06,18,31,33,35","10,11",6,18,31,33,35,10,11,123,29,3,2,21,1,1,1,1,1,3,2,0
21045,2021-04-24,"01,04,06,11,19","07,09",1,4,6,11,19,7,9,41,18,3,2,16,2,2,0,4,1,0,2,0
21046,2021-04-26,"06,08,12,14,18","06,08",6,8,12,14,18,6,8,58,12,0,5,14,2,0,2,3,2,0,1,1
21047,2021-04-28,"01,06,09,25,33","04,08",1,6,9,25,33,4,8,74,32,4,1,12,4,0,2,3,0,2,1,1
21048,2021-05-01,"04,07,17,21,27","10,12",4,7,17,21,27,10,12,76,23,4,1,22,2,0,2,2,2,1,2,0
21049,2021-05-03,"01,10,22,23,25","02,12",1,10,22,23,25,2,12,81,24,3,2,14,10,0,2,2,2,1,1,1
21050,2021-05-05,"09,22,32,33,35","05,10",9,22,32,33,35,5,10,131,26,3,2,15,5,1,1,1,1,3,1,1
21051,2021-05-08,"01,04,14,16,19","03,04",1,4,14,16,19,3,4,54,18,2,3,7,1,1,1,2,3,0,0,2
21052,2021-05-10,"02,11,13,14,30","09,12",2,11,13,14,30,9,12,70,28,2,3,21,3,1,1,2,2,1,2,0
21053,2021-05-12,"03,06,15,17,35","07,11",3,6,15,17,35,7,11,76,32,4,1,18,4,2,0,2,2,1,2,0
21054,2021-05-15,"03,06,17,20,25","03,09",3,6,17,20,25,3,9,71,22,3,2,12,6,2,0,2,2,1,1,1
21055,2021-05-17,"03,06,10,11,24","10,11",3,6,10,11,24,10,11,54,21,2,3,21,1,1,1,4,1,0,2,0
21056,2021-05-19,"03,11,16,21,26","09,10",3,11,16,21,26,9,10,77,23,3,2,19,1,1,1,2,2,1,2,0
21057,2021-05-22,"05,07,19,20,28","05,07",5,7,19,20,28,5,7,79,23,3,2,12,2,2,0,2,2,1,1,1
21058,2021-05-24,"13,15,17,23,34","01,11",13,15,17,23,34,1,11,102,21,4,1,12,10,2,0,0,4,1,1,1
21059,2021-05-26,"04,16,27,28,35","02,09",4,16,27,28,35,2,9,110,31,2,3,11,7,1,1,1,1,3,1,1
21060,2021-05-29,"09,13,25,31,33","03,07",9,13,25,31,33,3,7,111,24,5,0,10,4,2,0,1,1,3,1,1
21061,2021-05-31,"15,19,20,26,32","04,07",15,19,20,26,32,4,7,112,17,2,3,11,3,1,1,0,3,2,1,1
21062,2021-06-02,"04,06,23,32,34","05,07",4,6,23,32,34,5,7,99,30,1,4,12,2,2,0,2,1,2,1,1
21063,2021-06-05,"05,09,14,29,30","09,11",5,9,14,29,30,9,11,87,25,3,2,20,2,2,0,2,1,2,2,0
21064,2021-06-07,"01,17,19,32,34","06,10",1,17,19,32,34,6,10,103,33,3,2,16,4,0,2,1,2,2,1,1
21065,2021-06-09,"23,25,30,31,35","07,08",23,25,30,31,35,7,8,144,12,4,1,15,1,1,1,0,1,4,2,0
21066,2021-06-12,"24,26,29,34,35","09,11",24,26,29,34,35,9,11,148,11,2,3,20,2,2,0,0,1,4,2,0
21067,2021-06-14,"01,04,22,23,34","08,09",1,4,22,23,34,8,9,84,33,2,3,17,1,1,1,2,2,1,2,0
21068,2021-06-16,"02,20,21,26,30","02,10",2,20,21,26,30,2,10,99,28,1,4,12,8,0,2,1,2,2,1,1
21069,2021-06-19,"01,03,24,32,33","04,06",1,3,24,32,33,4,6,93,32,3,2,10,2,0,2,2,1,2,0,2
21070,2021-06-21,"03,20,21,22,24","06,12",3,20,21,22,24,6,12,90,21,2,3,18,6,0,2,1,4,0,1,1
21071,2021-06-23,"08,11,16,29,35","01,04",8,11,16,29,35,1,4,99,27,3,2,5,3,1,1,2,1,2,0,2
21072,2021-06-26,"02,03,15,22,26","03,11",2,3,15,22,26,3,11,68,24,2,3,14,8,2,0,2,2,1,1,1
21073,2021-06-28,"08,12,14,20,24","06,10",8,12,14,20,24,6,10,78,16,0,5,16,4,0,2,2,3,0,1,1
21074,2021-06-30,"11,14,18,20,25","03,07",11,14,18,20,25,3,7,88,14,2,3,10,4,2,0,1,3,1,1,1
21075,2021-07-03,"06,14,15,17,20","01,05",6,14,15,17,20,1,5,72,14,2,3,6,4,2,0,1,4,0,0,2
21076,2021-07-05,"06,13,22,25,26","02,04",6,13,22,25,26,2,4,92,20,2,3,6,2,0,2,1,2,2,0,2
21077,2021-07-07,"02,06,09,21,25","06,08",2,6,9,21,25,6,8,63,23,3,2,14,2,0,2,3,1,1,1,1
21078,2021-07-10,"02,08,17,19,25","01,05",2,8,17,19,25,1,5,71,23,3,2,6,4,2,0,2,2,1,0,2
21079,2021-07-12,"06,14,19,26,33","08,11",6,14,19,26,33,8,11,98,27,2,3,19,3,1,1,1,2,2,2,0
21080,2021-07-14,"15,16,20,29,30","06,10",15,16,20,29,30,6,10,110,15,2,3,16,4,0,2,0,3,2,1,1
21081,2021-07-17,"05,13,24,29,35","07,08",5,13,24,29,35,7,8,106,30,4,1,15,1,1,1,1,2,2,2,0
21082,2021-07-19,"01,14,22,29,33","03,10",1,14,22,29,33,3,10,99,32,3,2,13,7,1,1,1,2,2,1,1
21083,2021-07-21,"07,09,11,26,35","01,08",7,9,11,26,35,1,8,88,28,4,1,9,7,1,1,3,0,2,1,1
21084,2021-07-24,"02,10,14,30,33","06,09",2,10,14,30,33,6,9,89,31,1,4,15,3,1,1,2,1,2,1,1
21085,2021-07-26,"01,12,15,26,35","10,11",1,12,15,26,35,10,11,89,34,3,2,21,1,1,1,2,1,2,2,0
21086,2021-07-28,"02,03,07,16,17","06,10",2,3,7,16,17,6,10,45,15,3,2,16,4,0,2,3,2,0,1,1
21087,2021-07-31,"10,14,15,25,28","03,10",10,14,15,25,28,3,10,92,18,2,3,13,7,1,1,1,2,2,1,1
21088,2021-08-02,"02,14,31,34,35","01,07",2,14,31,34,35,1,7,116,33,2,3,8,6,2,0,1,1,3,1,1
21089,2021-08-04,"01,17,24,28,35","10,12",1,17,24,28,35,10,12,105,34,3,2,22,2,0,2,1,2,2,2,0
21090,2021-08-07,"06,07,19,26,32","06,12",6,7,19,26,32,6,12,90,26,2,3,18,6,0,2,2,1,2,1,1
21091,2021-08-09,"01,04,10,21,29","03,05",1,4,10,21,29,3,5,65,28,3,2,8,2,2,0,3,1,1,0,2
21092,2021-08-11,"12,14,27,28,34","03,07",12,14,27,28,34,3,7,115,22,1,4,10,4,2,0,1,1,3,1,1
21093,2021-08-14,"20,25,27,28,31","08,11",20,25,27,28,31,8,11,131,11,3,2,19,3,1,1,0,1,4,2,0
21094,2021-08-16,"05,06,24,27,33","05,12",5,6,24,27,33,5,12,95,28,3,2,17,7,1,1,2,1,2,1,1
21095,2021-08-18,"10,15,19,20,30","11,12",10,15,19,20,30,11,12,94,20,2,3,23,1,1,1,1,3,1,2,0
21096,2021-08-21,"07,08,10,20,21","01,05",7,8,10,20,21,1,5,66,14,2,3,6,4,2,0,3,2,0,0,2
21097,2021-08-23,"11,26,30,31,33","03,10",11,26,30,31,33,3,10,131,22,3,2,13,7,1,1,1,0,4,1,1
21098,2021-08-25,"02,07,21,27,33","07,09",2,7,21,27,33,7,9,90,31,4,1,16,2,2,0,2,1,2,2,0
21099,2021-08-28,"15,19,27,28,30","03,04",15,19,27,28,30,3,4,119,15,3,2,7,1,1,1,0,2,3,0,2
21100,2021-08-30,"07,11,23,26,28","02,07",7,11,23,26,28,2,7,95,21,3,2,9,5,1,1,2,1,2,1,1
21101,2021-09-01,"13,18,19,27,32","06,11",13,18,19,27,32,6,11,109,19,3,2,17,5,1,1,0,3,2,1,1
21102,2021-09-04,"02,08,11,16,23","02,07",2,8,11,16,23,2,7,60,21,2,3,9,5,1,1,3,2,0,1,1
21103,2021-09-06,"04,10,23,30,31","05,11",4,10,23,30,31,5,11,98,27,2,3,16,6,2,0,2,1,2,1,1
21104,2021-09-08,"23,25,26,30,33","03,11",23,25,26,30,33,3,11,137,10,3,2,14,8,2,0,0,1,4,1,1
21105,2021-09-11,"07,10,11,17,18","04,09",7,10,11,17,18,4,9,63,11,3,2,13,5,1,1,3,2,0,1,1
21106,2021-09-13,"02,13,14,32,34","02,12",2,13,14,32,34,2,12,95,32,1,4,14,10,0,2,1,2,2,1,1
21107,2021-09-15,"03,05,13,20,25","07,11",3,5,13,20,25,7,11,66,22,4,1,18,4,2,0,2,2,1,2,0
21108,2021-09-18,"05,19,22,26,35","02,06",5,19,22,26,35,2,6,107,30,3,2,8,4,0,2,1,2,2,0,2
21109,2021-09-20,"03,04,07,27,31","06,09",3,4,7,27,31,6,9,72,28,4,1,15,3,1,1,3,0,2,1,1
21110,2021-09-22,"11,14,29,31,32","11,12",11,14,29,31,32,11,12,117,21,3,2,23,1,1,1,1,1,3,2,0
21111,2021-09-25,"07,08,15,19,28","08,09",7,8,15,19,28,8,9,77,21,3,2,17,1,1,1,2,2,1,2,0
21112,2021-09-27,"18,21,22,23,35","11,12",18,21,22,23,35,11,12,119,17,3,2,23,1,1,1,0,4,1,2,0
21113,2021-09-29,"17,18,25,27,28","04,08",17,18,25,27,28,4,8,115,11,3,2,12,4,0,2,0,2,3,1,1
21114,2021-10-06,"08,09,13,29,30","01,11",8,9,13,29,30,1,11,89,22,3,2,12,10,2,0,2,1,2,1,1
21115,2021-10-09,"08,13,19,20,29","06,10",8,13,19,20,29,6,10,89,21,3,2,16,4,0,2,1,3,1,1,1
21116,2021-10-11,"04,25,28,29,35","03,11",4,25,28,29,35,3,11,121,31,3,2,14,8,2,0,1,0,4,1,1
21117,2021-10-13,"11,18,21,22,33","05,06",11,18,21,22,33,5,6,105,22,3,2,11,1,1,1,1,3,1,0,2
21118,2021-10-16,"14,17,18,28,34","02,03",14,17,18,28,34,2,3,111,20,1,4,5,1,1,1,0,3,2,0,2
21119,2021-10-18,"01,02,09,16,30","09,10",1,2,9,16,30,9,10,58,29,2,3,19,1,1,1,3,1,1,2,0
21120,2021-10-20,"05,10,21,25,31","05,11",5,10,21,25,31,5,11,92,26,4,1,16,6,2,0,2,1,2,1,1
21121,2021-10-23,"02,15,19,29,30","02,09",2,15,19,29,30,2,9,95,28,3,2,11,7,1,1,1,2,2,1,1
21122,2021-10-25,"14,15,26,27,29","04,05",14,15,26,27,29,4,5,111,15,3,2,9,1,1,1,0,2,3,0,2
21123,2021-10-27,"08,23,26,27,33","08,09",8,23,26,27,33,8,9,117,25,3,2,17,1,1,1,1,1,3,2,0
21124,2021-10-30,"10,17,22,25,35","07,09",10,17,22,25,35,7,9,109,25,3,2,16,2,2,0,1,2,2,2,0
21125,2021-11-01,"17,19,21,27,31","04,09",17,19,21,27,31,4,9,115,14,5,0,13,5,1,1,0,3,2,1,1
21126,2021-11-03,"01,11,12,34,35","09,12",1,11,12,34,35,9,12,93,34,3,2,21,3,1,1,3,0,2,2,0
21127,2021-11-06,"01,02,15,17,26","02,11",1,2,15,17,26,2,11,61,25,3,2,13,9,1,1,2,2,1,1,1
21128,2021-11-08,"14,17,18,23,27","05,08",14,17,18,23,27,5,8,99,13,3,2,13,3,1,1,0,4,1,1,1
21129,2021-11-10,"02,16,17,18,34","04,10",2,16,17,18,34,4,10,87,32,1,4,14,6,0,2,1,3,1,1,1
21130,2021-11-13,"02,03,14,27,28","05,10",2,3,14,27,28,5,10,74,26,2,3,15,5,1,1,2,1,2,1,1
21131,2021-11-15,"06,08,16,34,35","05,06",6,8,16,34,35,5,6,99,29,1,4,11,1,1,1,2,1,2,0,2
21132,2021-11-17,"04,21,28,29,33","03,11",4,21,28,29,33,3,11,115,29,3,2,14,8,2,0,1,1,3,1,1
21133,2021-11-20,"08,09,17,26,28","06,08",8,9,17,26,28,6,8,88,20,2,3,14,2,0,2,2,1,2,1,1
21134,2021-11-22,"02,06,14,19,28","01,06",2,6,14,19,28,1,6,69,26,1,4,7,5,1,1,2,2,1,0,2
21135,2021-11-24,"04,07,17,29,31","05,06",4,7,17,29,31,5,6,88,27,4,1,11,1,1,1,2,1,2,0,2
21136,2021-11-27,"08,12,19,27,33","02,05",8,12,19,27,33,2,5,99,25,3,2,7,3,1,1,2,1,2,0,2
21137,2021-11-29,"02,07,13,14,19","04,05",2,7,13,14,19,4,5,55,17,3,2,9,1,1,1,2,3,0,0,2
21138,2021-12-01,"09,11,12,15,31","05,11",9,11,12,15,31,5,11,78,22,4,1,16,6,2,0,3,1,1,1,1
21139,2021-12-04,"05,13,18,23,34","08,09",5,13,18,23,34,8,9,93,29,3,2,17,1,1,1,1,3,1,2,0
21140,2021-12-06,"05,24,26,33,35","09,12",5,24,26,33,35,9,12,123,30,3,2,21,3,1,1,1,1,3,2,0
21141,2021-12-08,"02,08,16,29,34","05,12",2,8,16,29,34,5,12,89,32,1,4,17,7,1,1,2,1,2,1,1
21142,2021-12-11,"11,13,17,19,25","02,09",11,13,17,19,25,2,9,85,14,5,0,11,7,1,1,1,3,1,1,1
21143,2021-12-13,"09,17,19,29,34","04,11",9,17,19,29,34,4,11,108,25,4,1,15,7,1,1,1,2,2,1,1
21144,2021-12-15,"03,20,25,30,34","02,09",3,20,25,30,34,2,9,112,31,2,3,11,7,1,1,1,1,3,1,1
21145,2021-12-18,"03,08,25,29,30","01,06",3,8,25,29,30,1,6,95,27,3,2,7,5,1,1,2,0,3,0,2
21146,2021-12-20,"03,05,08,18,20","09,11",3,5,8,18,20,9,11,54,17,2,3,20,2,2,0,3,2,0,2,0
21147,2021-12-22,"01,02,08,12,26","01,07",1,2,8,12,26,1,7,49,25,1,4,8,6,2,0,4,0,1,1,1
21148,2021-12-25,"01,04,12,16,29","04,08",1,4,12,16,29,4,8,62,28,2,3,12,4,0,2,3,1,1,1,1
21149,2021-12-27,"20,26,28,30,35","10,11",20,26,28,30,35,10,11,139,15,1,4,21,1,1,1,0,1,4,2,0
21150,2021-12-29,"04,10,11,23,26","07,10",4,10,11,23,26,7,10,74,22,2,3,17,3,1,1,3,1,1,2,0
22001,2022-01-01,"08,11,19,22,29","03,11",8,11,19,22,29,3,11,89,21,3,2,14,8,2,0,2,2,1,1,1
22002,2022-01-03,"04,06,07,09,24","04,12",4,6,7,9,24,4,12,50,20,2,3,16,8,0,2,4,1,0,1,1
22003,2022-01-05,"02,18,24,25,34","08,12",2,18,24,25,34,8,12,103,32,1,4,20,4,0,2,1,2,2,2,0
22004,2022-01-08,"07,20,27,30,33","03,04",7,20,27,30,33,3,4,117,26,3,2,7,1,1,1,1,1,3,0,2
22005,2022-01-10,"02,13,17,19,34","05,09",2,13,17,19,34,5,9,85,32,3,2,14,4,2,0,1,3,1,1,1
22006,2022-01-12,"01,05,07,17,20","05,12",1,5,7,17,20,5,12,50,19,4,1,17,7,1,1,3,2,0,1,1
22007,2022-01-15,"05,22,23,25,35","03,11",5,22,23,25,35,3,11,110,30,4,1,14,8,2,0,1,2,2,1,1
22008,2022-01-17,"01,02,13,18,34","06,07",1,2,13,18,34,6,7,68,33,2,3,13,1,1,1,2,2,1,1,1
22009,2022-01-19,"13,14,18,31,33","07,10",13,14,18,31,33,7,10,109,20,3,2,17,3,1,1,0,3,2,2,0
22010,2022-01-22,"04,19,25,31,35","02,11",4,19,25,31,35,2,11,114,31,4,1,13,9,1,1,1,1,3,1,1
22011,2022-01-24,"03,05,17,24,32","05,12",3,5,17,24,32,5,12,81,29,3,2,17,7,1,1,2,2,1,1,1
22012,2022-01-26,"03,05,10,33,34","07,10",3,5,10,33,34,7,10,85,31,3,2,17,3,1,1,3,0,2,2,0
22013,2022-02-09,"04,09,16,25,32","05,06",4,9,16,25,32,5,6,86,28,2,3,11,1,1,1,2,1,2,0,2
22014,2022-02-12,"01,04,10,18,32","01,09",1,4,10,18,32,1,9,65,31,1,4,10,8,2,0,3,1,1,1,1
22015,2022-02-14,"01,02,08,12,30","05,12",1,2,8,12,30,5,12,53,29,1,4,17,7,1,1,4,0,1,1,1
22016,2022-02-16,"01,07,17,26,32","01,09",1,7,17,26,32,1,9,83,31,3,2,10,8,2,0,2,1,2,1,1
22017,2022-02-19,"10,14,18,23,25","07,11",10,14,18,23,25,7,11,90,15,2,3,18,4,2,0,1,3,1,2,0
22018,2022-02-21,"16,21,29,31,34","06,09",16,21,29,31,34,6,9,131,18,3,2,15,3,1,1,0,2,3,1,1
22019,2022-02-23,"01,04,07,17,21","01,02",1,4,7,17,21,1,2,50,20,4,1,3,1,1,1,3,2,0,0,2
22020,2022-02-26,"16,17,30,31,35","08,09",16,17,30,31,35,8,9,129,19,3,2,17,1,1,1,0,2,3,2,0
22021,2022-02-28,"11,15,16,18,35","06,09",11,15,16,18,35,6,9,95,24,3,2,15,3,1,1,1,3,1,1,1
22022,2022-03-02,"01,05,14,17,28","06,07",1,5,14,17,28,6,7,65,27,3,2,13,1,1,1,2,2,1,1,1
22023,2022-03-05,"04,05,18,20,25","11,12",4,5,18,20,25,11,12,72,21,2,3,23,1,1,1,2,2,1,2,0
22024,2022-03-07,"01,02,11,30,35","01,12",1,2,11,30,35,1,12,79,34,3,2,13,11,1,1,3,0,2,1,1
22025,2022-03-09,"04,07,22,24,29","01,07",4,7,22,24,29,1,7,86,25,2,3,8,6,2,0,2,2,1,1,1
22026,2022-03-12,"11,14,22,23,27","08,10",11,14,22,23,27,8,10,97,16,3,2,18,2,0,2,1,3,1,2,0
22027,2022-03-14,"03,06,11,31,32","05,12",3,6,11,31,32,5,12,83,29,3,2,17,7,1,1,3,0,2,1,1
22028,2022-03-16,"04,09,16,17,35","01,07",4,9,16,17,35,1,7,81,31,3,2,8,6,2,0,2,2,1,1,1
